k,count,possible_g,mean_g,min_g,max_g,num_possible_g,level_share,mean_compress,tau4_share,square_share
393581,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
393593,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
393671,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
393761,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
394369,1,[42],42.0,42,42,1,1.0,3.0,1.0,0.0
394631,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
394727,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
394813,1,[24],24.0,24,24,1,1.0,1.0,1.0,0.0
394861,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
394963,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
394981,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
395107,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
395597,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
395701,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
395897,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
396043,1,[18],18.0,18,18,1,1.0,1.0,1.0,0.0
396079,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
396299,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
396437,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
396449,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
396931,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
397051,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
397211,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
397469,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
397673,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
397939,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
397951,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
398207,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
398261,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
398341,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
398423,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
398473,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
398557,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
398693,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
398729,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
399173,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
399571,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
399757,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
399781,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
399887,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
400051,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
400237,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
400297,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
400417,1,[12],12.0,12,12,1,1.0,10.0,1.0,0.0
401077,1,[42],42.0,42,42,1,1.0,4.0,1.0,0.0
401231,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
401671,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
401981,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
402037,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
402053,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
402517,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
402581,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
403037,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
403061,1,[18],18.0,18,18,1,1.0,10.0,1.0,0.0
403757,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
403877,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
403969,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
404021,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
404273,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
404527,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
404837,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
405241,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
405401,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
405529,2,"[12, 24]",18.0,12,24,2,1.0,1.5,1.0,0.0
405677,2,"[6, 12]",9.0,6,12,2,1.0,3.5,0.0,0.0
405763,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
405781,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
405857,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
406171,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
406501,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
406649,2,"[12, 24]",18.0,12,24,2,1.0,3.0,1.0,0.0
406859,1,[24],24.0,24,24,1,1.0,8.0,1.0,0.0
406969,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
407047,1,[36],36.0,36,36,1,1.0,4.0,1.0,0.0
407179,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
407287,1,[12],12.0,12,12,1,1.0,7.0,1.0,0.0
407567,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
407639,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
407843,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
407899,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
408197,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
408211,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
408217,2,"[6, 12]",9.0,6,12,2,1.0,5.0,1.0,0.0
408413,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
408461,1,[36],36.0,36,36,1,1.0,5.0,1.0,0.0
408631,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
409021,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
409063,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
409333,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
409471,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
409517,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
409579,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
409987,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
410143,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
410281,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
410507,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
410617,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
411031,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
411479,2,"[12, 24]",18.0,12,24,2,1.0,2.0,1.0,0.0
411557,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
411577,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
411799,1,[42],42.0,42,42,1,1.0,6.0,1.0,0.0
412007,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
412189,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
412273,1,[30],30.0,30,30,1,1.0,3.0,1.0,0.0
412481,1,[6],6.0,6,6,1,1.0,5.0,0.0,0.0
412627,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
412639,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
413521,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
413759,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
413863,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
414013,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
414503,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
414629,1,[24],24.0,24,24,1,1.0,5.0,1.0,0.0
414691,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
414697,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
414767,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
414809,1,[24],24.0,24,24,1,1.0,6.0,1.0,0.0
415141,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
415147,2,"[6, 12]",9.0,6,12,2,1.0,6.0,1.0,0.0
415189,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
415391,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
415783,1,[18],18.0,18,18,1,1.0,12.0,1.0,0.0
415951,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
415957,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
415999,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
416071,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
416147,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
416249,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
416387,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
416401,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
416513,1,[30],30.0,30,30,1,1.0,11.0,1.0,0.0
416677,1,[42],42.0,42,42,1,1.0,4.0,1.0,0.0
417227,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
417541,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
417941,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
417947,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
418337,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
418447,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
418739,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
418787,2,"[6, 12]",9.0,6,12,2,1.0,3.0,0.5,0.0
418837,2,"[6, 12]",9.0,6,12,2,1.0,2.5,0.5,0.0
418921,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
418927,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
418981,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
419171,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
419291,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
419417,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
419567,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
419597,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
419789,1,[42],42.0,42,42,1,1.0,3.0,1.0,0.0
420421,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
420671,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
420731,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
421019,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
421459,1,[12],12.0,12,12,1,1.0,7.0,1.0,0.0
421609,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
421697,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
421699,1,[42],42.0,42,42,1,1.0,4.0,1.0,0.0
421783,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
421913,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
422057,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
422099,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
422231,1,[18],18.0,18,18,1,1.0,9.0,1.0,0.0
422551,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
422797,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
422869,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
422899,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
423091,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
423097,2,"[6, 12]",9.0,6,12,2,1.0,4.0,1.0,0.0
423121,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
423173,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
423457,2,"[6, 12]",9.0,6,12,2,1.0,2.5,0.5,0.0
423497,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
423779,1,[12],12.0,12,12,1,1.0,2.0,0.0,0.0
423847,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
424157,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
424817,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
425059,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
425801,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
426193,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
426631,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
426757,1,[42],42.0,42,42,1,1.0,4.0,1.0,0.0
427067,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
427333,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
427417,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
427517,2,"[6, 12]",9.0,6,12,2,1.0,2.5,0.5,0.0
427711,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
427991,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
428027,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
428137,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
428161,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
428249,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
428551,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
428671,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
428741,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
429211,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
429223,1,[18],18.0,18,18,1,1.0,10.0,1.0,0.0
429413,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
429497,1,[6],6.0,6,6,1,1.0,5.0,0.0,0.0
429511,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
429683,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
429931,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
430007,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
430487,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
430897,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
430981,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
431141,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
431251,1,[18],18.0,18,18,1,1.0,12.0,1.0,0.0
431363,1,[18],18.0,18,18,1,1.0,5.0,1.0,0.0
431857,1,[12],12.0,12,12,1,1.0,9.0,1.0,0.0
431911,1,[36],36.0,36,36,1,1.0,6.0,1.0,0.0
432031,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
432073,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
432137,2,"[6, 12]",9.0,6,12,2,1.0,3.5,0.5,0.0
432337,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
432389,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
432737,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
433049,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
433087,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
433501,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
433627,2,"[6, 12]",9.0,6,12,2,1.0,2.5,0.5,0.0
433787,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
433847,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
433877,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
434167,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
434237,2,"[6, 12]",9.0,6,12,2,1.0,2.5,0.5,0.0
434921,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
434927,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
435143,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
435161,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
435427,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
435529,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
435571,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
435649,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
435739,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
436283,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
436459,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
436853,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
436967,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
437071,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
437201,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
437351,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
437389,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
437527,2,"[6, 30]",18.0,6,30,2,1.0,4.0,1.0,0.0
437629,1,[24],24.0,24,24,1,1.0,6.0,1.0,0.0
437681,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
437837,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
437947,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
437953,1,[24],24.0,24,24,1,1.0,1.0,1.0,0.0
438419,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
438521,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
438533,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
439787,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
439799,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
439973,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
440537,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
440711,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
441157,1,[36],36.0,36,36,1,1.0,4.0,1.0,0.0
441251,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
441319,1,[42],42.0,42,42,1,1.0,1.0,1.0,0.0
441443,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
441557,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
441607,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
441787,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
442097,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
442817,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
442831,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
442843,1,[18],18.0,18,18,1,1.0,12.0,1.0,0.0
443117,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
443147,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
443153,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
443231,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
443237,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
443341,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
443407,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
443867,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
443869,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
444167,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
445091,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
445169,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
445477,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
445871,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
445931,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
446473,1,[30],30.0,30,30,1,1.0,3.0,1.0,0.0
446597,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
446909,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
446933,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
447101,1,[36],36.0,36,36,1,1.0,6.0,1.0,0.0
447439,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
447817,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
447823,1,[18],18.0,18,18,1,1.0,1.0,1.0,0.0
447841,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
448187,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
448367,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
448373,1,[24],24.0,24,24,1,1.0,5.0,1.0,0.0
448859,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
448867,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
449363,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
450071,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
450113,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
450287,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
450481,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
450797,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
450881,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
450887,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
451097,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
451331,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
451541,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
451699,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
451897,2,"[6, 12]",9.0,6,12,2,1.0,7.0,1.0,0.0
451909,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
452227,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
452519,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
452671,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
453311,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
453659,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
453913,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
454229,1,[24],24.0,24,24,1,1.0,8.0,1.0,0.0
454501,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
454919,2,"[12, 24]",18.0,12,24,2,1.0,2.0,1.0,0.0
455309,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
455407,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
455431,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
455579,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
455863,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
456427,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
456517,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
457189,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
457229,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
457547,2,"[6, 12]",9.0,6,12,2,1.0,5.0,1.0,0.0
458057,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
458309,1,[24],24.0,24,24,1,1.0,8.0,1.0,0.0
458639,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
458683,1,[18],18.0,18,18,1,1.0,1.0,1.0,0.0
458789,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
458981,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
459209,1,[24],24.0,24,24,1,1.0,14.0,1.0,0.0
459373,1,[24],24.0,24,24,1,1.0,1.0,1.0,0.0
459817,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
459913,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
460039,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
460087,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
460907,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
460973,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
461971,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
462067,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
462097,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
462113,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
462419,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
462571,1,[18],18.0,18,18,1,1.0,9.0,1.0,0.0
462719,1,[54],54.0,54,54,1,1.0,6.0,1.0,0.0
462727,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
463207,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
463237,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
463291,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
463303,1,[18],18.0,18,18,1,1.0,1.0,1.0,0.0
463339,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
463693,1,[24],24.0,24,24,1,1.0,1.0,1.0,0.0
463741,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
463861,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
464251,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
464753,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
465007,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
465071,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
465163,1,[48],48.0,48,48,1,1.0,3.0,1.0,0.0
465281,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
465797,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
465809,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
465917,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
466061,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
466261,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
466321,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
466561,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
466567,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
466717,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
466997,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
467083,1,[18],18.0,18,18,1,1.0,1.0,1.0,0.0
467123,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
467491,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
467527,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
467737,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
467869,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
467879,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
467953,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
468109,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
468353,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
468439,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
468491,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
468641,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
468691,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
468697,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
468887,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
469229,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
469613,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
470207,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
470489,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
470597,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
470719,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
471193,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
471241,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
471509,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
471553,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
471671,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
471841,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
472051,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
472127,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
